item_id,query_sha256,rank,chunk_id,source_key,source_title,locator_type,locator,retrieval_score,chunk_text_sha256
SCB-P044,2f0bce8a6a473174dff9461ae4034a062df5b538019a00ad111bdd936daede39,2,MOE_SCM_2026_P051_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,51,0.1020848967,b06235f844996c72adbe24188abf4afb0d54647d3cf2afa47cdbc7df2647529d
SCB-P044,2f0bce8a6a473174dff9461ae4034a062df5b538019a00ad111bdd936daede39,3,SEN_PRIVACY_2026_P082_C02,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,82,0.0587872411,9317ab3e66b41bdc3ccbb45c70df11ce54f51df8fd5a8061acffb701356a844a
SCB-P044,2f0bce8a6a473174dff9461ae4034a062df5b538019a00ad111bdd936daede39,4,SEN_PRIVACY_2026_P083_C04,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,83,0.0586241239,4c5dccc802e5fbfff2d60d45902e712296b5e59e43940258f7e83e851cbeaaa6
SCB-P045,d13ebf3679e0911eff0928665f01792c824a0c412681eba1eed1afc3ea6c2a19,1,MOE_SCM_2026_P047_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.1048953384,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P045,d13ebf3679e0911eff0928665f01792c824a0c412681eba1eed1afc3ea6c2a19,2,MOE_SCM_2026_P052_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,52,0.0806883517,19ace45d11133999851ad4f755725e2242bb93618c2617bddbc3386e7359267c
SCB-P045,d13ebf3679e0911eff0928665f01792c824a0c412681eba1eed1afc3ea6c2a19,3,SEN_PRIVACY_2026_P081_C04,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,81,0.0430268243,e6543034f57cbc799487345172653a4a69874bcb58ba6504857f9bc6774b54f6
SCB-P045,d13ebf3679e0911eff0928665f01792c824a0c412681eba1eed1afc3ea6c2a19,4,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.0377440527,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P046,76e8ec8097c3ea793352013078ac3d6e1362e3b975ec70e2367cbf5bf447beff,1,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0846145844,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P046,76e8ec8097c3ea793352013078ac3d6e1362e3b975ec70e2367cbf5bf447beff,2,MOE_SCM_2026_P051_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,51,0.0562109192,b06235f844996c72adbe24188abf4afb0d54647d3cf2afa47cdbc7df2647529d
SCB-P046,76e8ec8097c3ea793352013078ac3d6e1362e3b975ec70e2367cbf5bf447beff,3,SEN_PRIVACY_2026_P053_C02,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,53,0.0532820203,dede2182cc1bc09be9f73b90b8b3e59ae89342f387d8f864f934da0fb74e6e6a
SCB-P046,76e8ec8097c3ea793352013078ac3d6e1362e3b975ec70e2367cbf5bf447beff,4,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.0518796228,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P047,dd3a6db82206db1696162c7188178c289fc2dc417af2a4a11a2cdebdb99de057,1,MOE_SCM_2026_P049_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,49,0.087767207,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P047,dd3a6db82206db1696162c7188178c289fc2dc417af2a4a11a2cdebdb99de057,2,MOE_SCM_2026_P047_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,47,0.0821539222,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P047,dd3a6db82206db1696162c7188178c289fc2dc417af2a4a11a2cdebdb99de057,3,SEN_PRIVACY_2026_P049_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,49,0.0511848861,04b01c6cc57c2ef2040a9c46242d73175cc0978f867f6da5634609c9aceb3c50
SCB-P047,dd3a6db82206db1696162c7188178c289fc2dc417af2a4a11a2cdebdb99de057,4,SEN_PRIVACY_2026_P081_C01,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,81,0.0509753593,e26baa53f881c8a029ad537a7df95ae13eb652ff9500201bf6c42b34ca591ef9
SCB-P048,a997bb6c0b4398d9de57f8e72f54cbd201ac4d35c07cdf746af66218345d7498,1,MOE_SCM_2026_P032_C02,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,32,0.1028840901,579943851bf2c9850cc6cfe5b5169cda8071b3b45c25f834a531d30dad874f81
SCB-P048,a997bb6c0b4398d9de57f8e72f54cbd201ac4d35c07cdf746af66218345d7498,2,MOE_SCM_2026_P052_C01,MOE_SCM_2026,학교민원 처리 매뉴얼,PDF page,52,0.0919158868,19ace45d11133999851ad4f755725e2242bb93618c2617bddbc3386e7359267c
SCB-P048,a997bb6c0b4398d9de57f8e72f54cbd201ac4d35c07cdf746af66218345d7498,3,SEN_PRIVACY_2026_P078_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,78,0.0651331147,2195ac31cc61cc173b1113b14ec8d69770e45532d2645a244d26011541728220
SCB-P048,a997bb6c0b4398d9de57f8e72f54cbd201ac4d35c07cdf746af66218345d7498,4,SEN_PRIVACY_2026_P086_C03,SEN_PRIVACY_2026,각급학교 개인정보 보호 도움자료,PDF page,86,0.0598668863,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
