item_id,domain,title,rank,chunk_id,source,locator,retrieval_score,relevance_score,relevance_label,misleading_potential,audit_rationale,audit_provenance,chunk_text_sha256
SCB-P038,정보·개인정보,사진 게시 동의의 선택 범위,1,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.096650998,1,관련·일반,0,외부행사 동의 선택권은 관련되지만 사진 항목별 분리 동의의 직접 근거는 아님,v0.10.0 나머지 24문항 신규 감사,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P038,정보·개인정보,사진 게시 동의의 선택 범위,2,SEN_PRIVACY_2026_P082_C01,각급학교 개인정보 보호 도움자료,PDF page 82,0.0919147998,2,직접 근거,0,홈페이지 사진 게시 동의와 거부 효과가 공개 사진 동의에 직접 관련됨,v0.10.0 나머지 24문항 신규 감사,826b1bd4d1a066242e64c29df1ea5548a7828706451b72f6ee4b1a2fa985bb61
SCB-P038,정보·개인정보,사진 게시 동의의 선택 범위,3,MOE_SCM_2026_P050_C01,학교민원 처리 매뉴얼,PDF page 50,0.0518680205,0,무관,1,폭언 민원 대응으로 사진 동의 문의와 무관함,v0.10.0 나머지 24문항 신규 감사,2e46f4a467f018dfadf4169f907fd3e6ad3f894b9a5398f4f8b437d953da2f55
SCB-P038,정보·개인정보,사진 게시 동의의 선택 범위,4,STAR_RECORD_2026_P043_C01,2026학년도 학교생활기록부 기재요령(초등학교),PDF page 43,0.0498552374,0,무관,1,학생기록 본인확인 규정으로 사진 공개 동의와 무관함,v0.10.0 나머지 24문항 신규 감사,f588c1d5a9b1e2f798fbd917c6cf999bacec1dab933cafcac0fdc0a6d4bdd3bc
SCB-P039,정보·개인정보,잘못 표시된 학생 정보,1,SEN_PRIVACY_2026_P054_C01,각급학교 개인정보 보호 도움자료,PDF page 54,0.0507226861,1,관련·일반,0,개인정보 정정권 일반론으로 관련됨,v0.10.0 나머지 24문항 신규 감사,c3396231445200cbdd2b922f79e8e9c4553bf5c00286bab0e6111d2573fc4b17
SCB-P039,정보·개인정보,잘못 표시된 학생 정보,2,SEN_PRIVACY_2026_P053_C01,각급학교 개인정보 보호 도움자료,PDF page 53,0.0498487702,2,직접 근거,0,개인정보 담당부서와 처리 경로가 잘못된 자녀 정보 정정에 직접 관련됨,v0.10.0 나머지 24문항 신규 감사,e79ccceb3fd75390d950e92f6ade6b413870a76173fedf0bb123a2d2812db79c
SCB-P039,정보·개인정보,잘못 표시된 학생 정보,3,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0331588278,1,관련·일반,0,민원 처리 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P039,정보·개인정보,잘못 표시된 학생 정보,4,MOE_SCM_2026_P049_C02,학교민원 처리 매뉴얼,PDF page 49,0.0255656018,0,무관,1,폭언 민원 대응으로 정정 요청과 무관함,v0.10.0 나머지 24문항 신규 감사,381c869a0f1c9fe18cca02411600b7c79e547d0a69e52e3fc253078090dd90a4
SCB-P040,정보·개인정보,동의 철회와 앱 알림 구분,1,SEN_PRIVACY_2026_P083_C03,각급학교 개인정보 보호 도움자료,PDF page 83,0.066824505,2,직접 근거,0,학교 앱의 개인정보 수집·이용·보유기간 예시가 동의 철회·알림 구분에 직접 관련됨,v0.9.0 선정 24문항 감사 승계,471104f3c59d2ad80673e9f3aa2dd6f4516a54426b2a2825b4542155fc96ba44
SCB-P040,정보·개인정보,동의 철회와 앱 알림 구분,2,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.0634554535,0,무관,0,외부대회 민감정보 동의 예시로 앱 알림 민원과 무관함,v0.9.0 선정 24문항 감사 승계,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P040,정보·개인정보,동의 철회와 앱 알림 구분,3,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0406837027,1,관련·일반,0,전화 민원 응대 일반론으로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P040,정보·개인정보,동의 철회와 앱 알림 구분,4,STAR_RECORD_2026_P123_C03,2026학년도 학교생활기록부 기재요령(초등학교),PDF page 123,0.0377819141,2,직접 근거,0,열람·정정·삭제·처리정지 권리는 삭제 가능성 검토에 직접 관련됨,v0.9.0 선정 24문항 감사 승계,d6cbb52b14801cb3b5811ff4b0581854f2c609cf119134ea786135853ee74e0a
SCB-P041,정보·개인정보,공개 게시판 성적표 노출,1,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.1261139557,0,무관,1,외부대회 참가 동의를 성적표 공개 노출 대응에 적용할 위험이 있음,v0.9.0 선정 24문항 감사 승계,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P041,정보·개인정보,공개 게시판 성적표 노출,2,SEN_PRIVACY_2026_P084_C03,각급학교 개인정보 보호 도움자료,PDF page 84,0.113687709,0,무관,1,돌봄교실 동의 예시로 성적표 노출 사고와 무관함,v0.9.0 선정 24문항 감사 승계,8edb9907be37bb692532ec6d79ed77e9762366152d032d604ac4f61aaf06ef06
SCB-P041,정보·개인정보,공개 게시판 성적표 노출,3,MOE_SCM_2026_P057_C02,학교민원 처리 매뉴얼,PDF page 57,0.0645197321,0,무관,1,위험물 소지 민원 대응으로 개인정보 유출 차단과 무관함,v0.9.0 선정 24문항 감사 승계,d7f02dda3bc36b73c171342570d7ed7c482764695634a83c0eeec3e857537716
SCB-P041,정보·개인정보,공개 게시판 성적표 노출,4,STAR_RECORD_2026_P123_C03,2026학년도 학교생활기록부 기재요령(초등학교),PDF page 123,0.0602083256,2,직접 근거,0,개인정보 열람·삭제·처리정지 권리는 후속 검토에 직접 관련됨,v0.9.0 선정 24문항 감사 승계,d6cbb52b14801cb3b5811ff4b0581854f2c609cf119134ea786135853ee74e0a
SCB-P042,정보·개인정보,기록 열람 요청자의 권한 분쟁,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.0812531716,1,관련·일반,0,민원 처리 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P042,정보·개인정보,기록 열람 요청자의 권한 분쟁,2,MOE_SCM_2026_P046_C02,학교민원 처리 매뉴얼,PDF page 46,0.0792534101,1,관련·일반,0,민원 처리 일반론으로 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,0ad38bf66581646af89cd703b0cf6363842868749c531f89df3c7beb87fea8e0
SCB-P042,정보·개인정보,기록 열람 요청자의 권한 분쟁,3,SEN_PRIVACY_2026_P100_C02,각급학교 개인정보 보호 도움자료,PDF page 100,0.0591645103,0,무관,1,처리위탁 계약 규정으로 상담기록 제3자 제공 요구와 무관함,v0.10.0 나머지 24문항 신규 감사,3d86df7f11b6f88a27f1d878db224fe44bccc80a3b6dc0f35aabfcee75c44a31
SCB-P042,정보·개인정보,기록 열람 요청자의 권한 분쟁,4,SEN_PRIVACY_2026_P103_C02,각급학교 개인정보 보호 도움자료,PDF page 103,0.0587533942,0,무관,1,개인정보 파기 절차로 다른 보호자 연락처 요구와 무관함,v0.10.0 나머지 24문항 신규 감사,6b5b8ed25c185d1674e3006e5cce1baa5becbf08630f698dd9c3124dc973fb68
SCB-P043,소통·민원절차,민원 접수 완료 여부,1,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0907248303,1,관련·일반,0,전화 민원 응대 일반론으로 접수상태 안내에만 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P043,소통·민원절차,민원 접수 완료 여부,2,MOE_SCM_2026_P055_C02,학교민원 처리 매뉴얼,PDF page 55,0.0620295363,0,무관,1,폭행 민원 대응으로 게시판 처리상태 문의와 무관함,v0.10.0 나머지 24문항 신규 감사,2a3abb2b3b0b0077ee05f48d19c33bd794f0dddf0043b8931a3f56becaf15c3d
SCB-P043,소통·민원절차,민원 접수 완료 여부,3,SEN_PRIVACY_2026_P081_C04,각급학교 개인정보 보호 도움자료,PDF page 81,0.0408119315,0,무관,1,사진·영상 동의 예시로 접수상태와 무관함,v0.10.0 나머지 24문항 신규 감사,e6543034f57cbc799487345172653a4a69874bcb58ba6504857f9bc6774b54f6
SCB-P043,소통·민원절차,민원 접수 완료 여부,4,SEN_PRIVACY_2026_P063_C02,각급학교 개인정보 보호 도움자료,PDF page 63,0.038080451,0,무관,1,게시판 개인정보 점검으로 개별 접수 배정 상태와 무관함,v0.10.0 나머지 24문항 신규 감사,66858b421d5138eec7e9f5aaa822920f0ad3a85a9aae5d85a709e0a8fad72442
SCB-P044,소통·민원절차,상담 예약과 녹취 문의,1,MOE_SCM_2026_P049_C01,학교민원 처리 매뉴얼,PDF page 49,0.1049778274,1,관련·일반,1,통화 녹음과 관련되지만 폭언 대응 목적을 정상 상담 전체에 일반화할 위험이 있음,v0.9.0 선정 24문항 감사 승계,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P044,소통·민원절차,상담 예약과 녹취 문의,2,MOE_SCM_2026_P051_C01,학교민원 처리 매뉴얼,PDF page 51,0.1020848967,0,무관,1,반복 전화 종료 절차로 정상적인 예약 문의와 무관함,v0.9.0 선정 24문항 감사 승계,b06235f844996c72adbe24188abf4afb0d54647d3cf2afa47cdbc7df2647529d
SCB-P044,소통·민원절차,상담 예약과 녹취 문의,3,SEN_PRIVACY_2026_P082_C02,각급학교 개인정보 보호 도움자료,PDF page 82,0.0587872411,0,무관,0,교육활동 홍보 개인정보 동의로 상담 예약·녹음과 무관함,v0.9.0 선정 24문항 감사 승계,9317ab3e66b41bdc3ccbb45c70df11ce54f51df8fd5a8061acffb701356a844a
SCB-P044,소통·민원절차,상담 예약과 녹취 문의,4,SEN_PRIVACY_2026_P083_C04,각급학교 개인정보 보호 도움자료,PDF page 83,0.0586241239,0,무관,0,플랫폼 개인정보 동의 예시로 상담 녹음과 무관함,v0.9.0 선정 24문항 감사 승계,4c5dccc802e5fbfff2d60d45902e712296b5e59e43940258f7e83e851cbeaaa6
SCB-P045,소통·민원절차,답변과 다른 민원 내용,1,MOE_SCM_2026_P047_C02,학교민원 처리 매뉴얼,PDF page 47,0.1048953384,1,관련·일반,0,담당자 연결 표현은 재답변 처리에 간접적으로 관련됨,v0.9.0 선정 24문항 감사 승계,3ada6d3f4929501999ef003cd54356cd47bcb6a755f1d8355a6532f4157707c5
SCB-P045,소통·민원절차,답변과 다른 민원 내용,2,MOE_SCM_2026_P052_C01,학교민원 처리 매뉴얼,PDF page 52,0.0806883517,0,무관,1,상급자 통화 요구 절차로 원 문의·답변 대조와 무관함,v0.9.0 선정 24문항 감사 승계,19ace45d11133999851ad4f755725e2242bb93618c2617bddbc3386e7359267c
SCB-P045,소통·민원절차,답변과 다른 민원 내용,3,SEN_PRIVACY_2026_P081_C04,각급학교 개인정보 보호 도움자료,PDF page 81,0.0430268243,0,무관,0,학생 영상 게시 동의로 재답변 민원과 무관함,v0.9.0 선정 24문항 감사 승계,e6543034f57cbc799487345172653a4a69874bcb58ba6504857f9bc6774b54f6
SCB-P045,소통·민원절차,답변과 다른 민원 내용,4,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.0377440527,0,무관,0,외부대회 민감정보 동의로 재답변 민원과 무관함,v0.9.0 선정 24문항 감사 승계,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P046,소통·민원절차,여러 경로 접수와 처리 지연,1,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0846145844,1,관련·일반,0,전화 민원 응대 일반론으로 중복 접수 확인에 간접 관련됨,v0.10.0 나머지 24문항 신규 감사,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P046,소통·민원절차,여러 경로 접수와 처리 지연,2,MOE_SCM_2026_P051_C01,학교민원 처리 매뉴얼,PDF page 51,0.0562109192,0,무관,1,반복 전화 종결 절차로 부서 간 떠넘김 민원과 무관함,v0.10.0 나머지 24문항 신규 감사,b06235f844996c72adbe24188abf4afb0d54647d3cf2afa47cdbc7df2647529d
SCB-P046,소통·민원절차,여러 경로 접수와 처리 지연,3,SEN_PRIVACY_2026_P053_C02,각급학교 개인정보 보호 도움자료,PDF page 53,0.0532820203,1,관련·일반,1,개인정보 담당부서 문맥은 연락처 변경에 관련되지만 모든 처리를 그 부서로 돌릴 위험이 있음,v0.10.0 나머지 24문항 신규 감사,dede2182cc1bc09be9f73b90b8b3e59ae89342f387d8f864f934da0fb74e6e6a
SCB-P046,소통·민원절차,여러 경로 접수와 처리 지연,4,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.0518796228,0,무관,1,외부대회 동의 예시로 문의 병합·연락처 변경과 무관함,v0.10.0 나머지 24문항 신규 감사,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
SCB-P047,소통·민원절차,직원에 대한 당일 위해 예고,1,MOE_SCM_2026_P049_C01,학교민원 처리 매뉴얼,PDF page 49,0.087767207,2,직접 근거,0,협박·폭언 증거확보와 법적 후속조치는 위해 예고 대응에 직접 관련됨,v0.9.0 선정 24문항 감사 승계,accb82c542d59eaf7bf5bb8aadd2a78333869b10de4f9f5e664c17c3f224348f
SCB-P047,소통·민원절차,직원에 대한 당일 위해 예고,2,MOE_SCM_2026_P047_C01,학교민원 처리 매뉴얼,PDF page 47,0.0821539222,1,관련·일반,0,전화 민원 응대 일반론으로 간접 관련됨,v0.9.0 선정 24문항 감사 승계,0ebcc4d2cee1bfc9cc0b17cc5e0cd1d98ea94cd051a002db2896842d3cae8951
SCB-P047,소통·민원절차,직원에 대한 당일 위해 예고,3,SEN_PRIVACY_2026_P049_C01,각급학교 개인정보 보호 도움자료,PDF page 49,0.0511848861,0,무관,0,개인정보 처리 위탁으로 직원 위해 대응과 무관함,v0.9.0 선정 24문항 감사 승계,04b01c6cc57c2ef2040a9c46242d73175cc0978f867f6da5634609c9aceb3c50
SCB-P047,소통·민원절차,직원에 대한 당일 위해 예고,4,SEN_PRIVACY_2026_P081_C01,각급학교 개인정보 보호 도움자료,PDF page 81,0.0509753593,0,무관,0,학생 개인정보 동의 예시로 직원 위해 대응과 무관함,v0.9.0 선정 24문항 감사 승계,e26baa53f881c8a029ad537a7df95ae13eb652ff9500201bf6c42b34ca591ef9
SCB-P048,소통·민원절차,관리자 관련 민원과 불이익 우려,1,MOE_SCM_2026_P032_C02,학교민원 처리 매뉴얼,PDF page 32,0.1028840901,1,관련·일반,1,학교 내부 민원창구 단일화는 관련되지만 학교 관리자 회피와 외부 공식 검토 요구를 충족하지 못함,v0.10.0 나머지 24문항 신규 감사,579943851bf2c9850cc6cfe5b5169cda8071b3b45c25f834a531d30dad874f81
SCB-P048,소통·민원절차,관리자 관련 민원과 불이익 우려,2,MOE_SCM_2026_P052_C01,학교민원 처리 매뉴얼,PDF page 52,0.0919158868,1,관련·일반,1,상급자 통화요구 절차를 관리자 본인 관련 민원에 적용하면 독립 검토를 막을 위험이 있음,v0.10.0 나머지 24문항 신규 감사,19ace45d11133999851ad4f755725e2242bb93618c2617bddbc3386e7359267c
SCB-P048,소통·민원절차,관리자 관련 민원과 불이익 우려,3,SEN_PRIVACY_2026_P078_C03,각급학교 개인정보 보호 도움자료,PDF page 78,0.0651331147,0,무관,1,개인정보 동의 일반론으로 외부 검토·담당자 확인의 직접 근거는 아님,v0.10.0 나머지 24문항 신규 감사,2195ac31cc61cc173b1113b14ec8d69770e45532d2645a244d26011541728220
SCB-P048,소통·민원절차,관리자 관련 민원과 불이익 우려,4,SEN_PRIVACY_2026_P086_C03,각급학교 개인정보 보호 도움자료,PDF page 86,0.0598668863,0,무관,1,외부행사 동의 예시로 신원 최소공개 요구와 무관함,v0.10.0 나머지 24문항 신규 감사,c62ab4d3a076afc4a31ad336c8017a566eb14420c2fdce3992fccf097d84d108
