item_id,model_family,domain,complexity,gold_processing_level,title,off_direction,on_direction,off_direction_correct,on_direction_correct,direction_changed,off_chars,on_chars,char_change_on_minus_off,context_exclusive_token_count,context_exclusive_token_rate,context_exclusive_3gram_count,context_exclusive_3gram_rate,longest_context_exclusive_word_run,off_repetition_index,on_repetition_index,repetition_change_on_minus_off,context_exclusive_token_examples,off_output,on_output
SCB-P037,Public chat SFT,정보·개인정보,단순,안내,공개 교육계획 찾기,안내,안내,1,1,0,326,332,6,0,0.0,0,0.0,0,0.1454545454545455,0.6557377049180328,0.5102831594634873,,"1. 민원인은 학교 교육계획을 찾기 어렵다고 호소했으며, 확인 자료에 따르면 개인 정보가 없는 공개 교육계획 파일이 학교 누리집 정보공개 메뉴의 교육계획 항목에 게시되어 있다. 로그인이나 별도 신청이 필요하지 않다.
2. 안내
3. 없음
4. 학교 누리집 정보공개 메뉴의 교육계획 항목에서 확인할 수 있으며, 로그인이나 별도 신청이 필요하지 않다. 민원인은 학교 누리집에 접속하여 해당 항목을 확인할 수 있다.
5. 학교 누리집 정보공개 메뉴의 교육계획 항목에서 확인할 수 있으며, 로그인이나 별도 신청이 필요하지 않으니, 학교 누리집에 접속하여 해당 항목을 확인해 주시기 바랍니다.","1. 학교 누리집 정보공개 메뉴의 교육계획 항목에 개인 정보가 없는 공개 교육계획 파일이 게시되어 있다. 로그인이나 별도 신청이 필요하지 않다.
2. 안내
3. 없음
4. 학교 누리집 정보공개 메뉴의 교육계획 항목에 개인 정보가 없는 공개 교육계획 파일이 게시되어 있다. 로그인이나 별도 신청이 필요하지 않다. 학교 누리집 정보공개 메뉴의 교육계획 항목에 개인 정보가 없는 공개 교육계획 파일이 게시되어 있다. 로그인이나 별도 신청이 필요하지 않다.
5. 학교 누리집 정보공개 메뉴의 교육계획 항목에 개인 정보가 없는 공개 교육계획 파일이 게시되어 있다. 로그인이나 별도 신청이 필요하지 않다."
SCB-P038,Base,정보·개인정보,복합,안내,사진 게시 동의의 선택 범위,안내,추가확인,1,0,1,341,433,92,1,0.012048192771084338,0,0.0,0,0.06779661016949157,0.025316455696202556,-0.04248015447328901,주세요,"1. 핵심 요약: 행사 사진 동의서에서 누리집 공개와 학급 내부 공유는 별도 선택이 가능하며, 사진은 아직 게시되지 않았다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 학교 앱의 동의서 메뉴에서 변경이 가능하며, 사진 게시 전이라 변경이 어렵지 않다. 개인정보 처리에 대한 추가 문의는 담당자에게 연계하여 상세히 안내할 예정이다.  
5. 회신 초안: 행사 사진 동의서에서 누리집 공개와 학급 내부 공유는 별도로 선택할 수 있으며, 사진은 아직 게시되지 않았습니다. 변경은 학교 앱의 동의서 메뉴에서 가능합니다. 보다 자세한 문의는 담당자에게 연락하시면 도움드리겠습니다.","1. 핵심 요약: 행사 사진 동의서는 누리집 공개와 학급 내부 공유를 별도로 선택할 수 있으며, 사진은 아직 게시되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 학급 내부 공유 여부에 대한 구체적인 선택 방법과, 사진 게시 일정이 확인되었는지  
4. 처리 계획: 학교 앱의 동의서 메뉴에서 선택 변경이 가능하며, 사진 게시 일정을 확인하여 추가 안내할 예정. 개인정보는 해당 목적에 한해만 활용됨을 안내.  
5. 회신 초안:  
민원인님, 행사 사진 동의서에 대해 궁금한 점이 있으신가요?  
누리집 공개와 학급 내부 공유는 별도로 선택할 수 있으며, 사진은 아직 게시되지 않았습니다.  
학급 내부 공유 여부 변경은 학교 앱의 동의서 메뉴에서 가능하며, 사진 게시 일정을 확인해 드리겠습니다.  
필요한 사항이 있으시면 언제든지 문의해 주세요."
SCB-P038,Public chat SFT,정보·개인정보,복합,안내,사진 게시 동의의 선택 범위,추가확인,안내,0,1,1,249,116,-133,0,0.0,0,0.0,0,0.28888888888888886,0.0,-0.28888888888888886,,"1. 학급 내부 공유만 선택할 수 있는지, 동의서 변경 방법에 대해 문의했다. 사진은 아직 게시되지 않았다.
2. 추가확인
3. 학급 내부 공유만 선택할 수 있는지, 동의서 변경 방법에 대해 확인해야 한다.
4. 학교 앱의 동의서 메뉴에서 변경할 수 있으며, 사진은 아직 게시되지 않았다. 변경은 인증된 학교 앱에서 가능하다.
5. 학교 앱의 동의서 메뉴에서 변경할 수 있으며, 사진은 아직 게시되지 않았다. 변경은 인증된 학교 앱에서 가능하다.","민원인은 행사 사진 동의서에서 누리집 공개에 동의하지 않고 학급 내부 공유만 선택할 수 있는지 문의했다. 학교는 누리집 공개와 학급 내부 공유는 별도 선택란이며, 사진은 아직 촬영·게시되지 않았다고 안내했다."
SCB-P039,Base,정보·개인정보,단순,추가확인,잘못 표시된 학생 정보,추가확인,추가확인,1,1,0,437,456,19,8,0.1,0,0.0,0,0.04109589041095896,0.0,-0.04109589041095896,조치 | 민원인의 | 필요한 | 제공 | 안녕하세요 | 있으니 | 바랍니다,"1. 핵심 요약: 아이의 정보가 잘못 표시된 것으로 보고 있으며, 시스템 내부 확인 전이라며 본인 확인 절차가 필요하다고 안내받았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 아이의 이름, 생년월일, 학년, 학교명, 오류가 발생한 시스템의 구체적인 항목(예: 사진, 주소, 학번 등)  
4. 처리 계획: 확인된 정보를 바탕으로 시스템 관리자와 연계해 본인 확인 절차를 진행하고, 개인정보 보호 규정에 따라 처리 결과를 안내할 예정입니다.  
5. 회신 초안:  
아이의 정보 오류에 대해 확인해 주셔서 감사합니다. 현재 시스템 내 본인 확인 절차가 진행 중이라며, 정확한 정보 확인을 위해 아이의 이름, 생년월일, 학년, 학교명, 오류가 발생한 항목(예: 사진, 주소 등)을 알려주시면 시스템 관리자와 함께 확인 후 안내드리겠습니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 민원인은 자녀의 정보가 잘못 표시된다고 주장하며 즉시 수정을 요청했으나, 시스템의 구체 항목과 본인 확인 전이라며 확인되지 않은 상태입니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 해당 정보가 어떤 시스템의 어떤 항목인지, 본인 확인 절차는 어떻게 이루어지는지  
4. 처리 계획: 시스템 관리자와 협의하여 확인 후 수정 조치, 개인정보 처리 관련 규정에 따라 본인 확인 절차를 진행하며, 민원인의 개인정보 보호를 위해 필요한 정보만 제공  
5. 회신 초안: 안녕하세요. 민원인의 요청에 대해 확인 중입니다. 자녀의 정보가 잘못 표시된 것으로 보고 있으신가요? 정확한 시스템과 항목을 확인해 드리기 위해 추가 확인이 필요합니다. 이에 따라 시스템 관리자와 협의 후 수정 조치를 진행하겠습니다. 개인정보 보호를 위해 본인 확인 절차가 필요할 수 있으니, 양해해 주시기 바랍니다."
SCB-P039,Public chat SFT,정보·개인정보,단순,추가확인,잘못 표시된 학생 정보,추가확인,추출불가,1,0,1,365,246,-119,7,0.14893617021276595,0,0.0,0,0.2857142857142857,0.13953488372093026,-0.14617940199335544,항목 | 정보를 | 개인정보 | 보호,"1. 아이 정보가 잘못 노출된 상황을 보고했으나, 시스템의 항목과 본인 확인 여부에 대한 구체적인 정보가 부족하다.
2. 추가확인
3. 시스템의 어떤 항목인지, 본인 확인 여부, 외부 공개 여부, 타인에게 유출된 적 있는지
4. 시스템의 항목과 본인 확인 여부를 확인한 후, 외부 공개 여부와 타인에게 유출된 적 있는지 확인하고, 해당 사항에 따라 조치를 취할 것이다.
5. 민원인의 보고에 따르면, 아이 정보가 잘못 노출된 상황을 보고했으나, 시스템의 항목과 본인 확인 여부에 대한 구체적인 정보가 부족하다. 이에 시스템의 항목과 본인 확인 여부를 확인한 후, 외부 공개 여부와 타인에게 유출된 적 있는지 확인하고, 해당 사항에 따라 조치를 취하겠다.","1. 민원인은 화면에 보이는 아이 정보가 틀리다고 주장했으나, 접수 기록상 시스템의 항목과 본인 확인 여부는 확인되지 않았다. 2. 담당자 연계 3. 민원인의 본인 확인 여부, 시스템의 구체적인 항목 4. 본인 확인 후 시스템 관리자와 협의하여 정보를 수정하고, 개인정보 보호 담당부서에 사전에 보고할 예정이다. 5. 민원인의 요청에 대해 본인 확인 후 시스템 관리자와 협의하여 정보를 수정하고, 개인정보 보호 담당부서에 사전에 보고하겠다."
SCB-P040,Base,정보·개인정보,복합,추가확인,동의 철회와 앱 알림 구분,추가확인,추가확인,1,1,0,460,398,-62,4,0.057971014492753624,0,0.0,0,0.012048192771084376,0.0,-0.012048192771084376,있으며 | 따라 | 확인해,"1. 핵심 요약: 학생의 동의 철회 후에도 앱 알림이 계속되고, 아이 정보 삭제를 요청함. 그러나 삭제 대상 자료와 위치가 불확실하며, 외부 노출이나 유출 신고는 없음.  
2. 1차 처리 방향: 추가확인. 민원인의 요청 대상 자료 구체화 및 삭제 대상 정보 확인이 필요함.  
3. 확인할 사항: 삭제를 원하는 자료의 구체적인 항목과 위치, 앱 알림의 종류 및 발송 경로.  
4. 처리 계획: 우선 민원인의 요청에 대한 구체적인 내용을 확인한 후, 관련 담당 부서와 협의하여 삭제 여부를 판단하고, 개인정보 처리 현황을 검토하여 적절한 조치를 취함.  
5. 회신 초안:  
민원인님, 동의 철회 후 앱 알림이 계속되고 아이 정보 삭제를 요청하셨습니다. 정확한 삭제 대상 자료와 위치, 알림 종류 등을 구체적으로 알려주시면, 관련 담당 부서와 협의하여 처리할 수 있도록 하겠습니다. 개인정보 보호에 최선을 다하겠습니다.","1. 핵심 요약: 학생의 동의 철회 후 앱 알림이 계속되고 있으며, 삭제를 원하는 자료와 위치가 불명확하다. 외부 노출이나 유출 신고는 없다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 동의 철회한 구체 항목, 알림의 종류 및 발송처, 삭제를 원하는 자료의 구체적인 내용과 위치  
4. 처리 계획: 확인 후 개인정보 보호법에 따라 해당 자료를 삭제하고, 알림 중단 절차를 진행하며, 처리 과정에서 개인정보를 안전하게 관리할 예정  
5. 회신 초안:  
보호자님, 동의 철회 후 앱 알림이 계속되고 있는 점 확인하였습니다. 자료 삭제 및 알림 중단을 위해 구체적인 동의 항목과 삭제를 원하는 자료의 내용 및 위치를 확인해 주시면, 개인정보 보호법에 따라 처리하겠습니다. 불편을 드려 죄송합니다."
SCB-P040,Public chat SFT,정보·개인정보,복합,추가확인,동의 철회와 앱 알림 구분,추가확인,추가확인,1,1,0,373,373,0,4,0.05333333333333334,0,0.0,0,0.2191780821917808,0.0,-0.2191780821917808,규정에 | 있는지,"1. 민원인은 동의 철회 후 학교 앱 알림이 계속되고 아이 정보를 삭제해 달라고 요청했다. 그러나 접수 기록에는 구체적인 동의 항목, 알림 종류, 삭제 대상 자료와 게시 위치가 불명확하다.
2. 추가확인
3. 민원인은 동의 철회한 항목, 알림 종류, 삭제를 원하는 자료와 게시 위치를 명확히 해야 한다.
4. 우선, 민원인의 요청에 대해 확인하고, 학교 앱 관리자와 협의하여 알림을 중단하고 아이 정보를 삭제할 계획이다. 개인정보 취급은 학교의 개인정보 보호 정책에 따라 진행할 예정이다.
5. 민원인의 요청에 대해 확인하고, 학교 앱 관리자와 협의하여 알림을 중단하고 아이 정보를 삭제할 계획이다. 개인정보 취급은 학교의 개인정보 보호 정책에 따라 진행할 예정이다.","1. 민원인은 동의 철회 후 학교 앱 알림이 계속되고 아이 정보를 삭제해 달라고 요청했다. 그러나 접수 기록에는 구체적인 동의 항목, 알림 종류, 삭제할 자료와 게시 위치가 불명확하다.
2. 추가확인
3. 민원인의 동의 철회에 대한 구체적인 정보와 삭제를 원하는 자료의 종류와 위치를 확인해야 한다.
4. 먼저 민원인의 동의 철회에 대한 구체적인 정보를 확인한 후, 학교의 개인정보 보호 규정에 따라 해당 정보를 삭제할 수 있는지 확인하고, 삭제가 가능한 경우 즉시 처리할 것이다.
5. 민원인의 요청에 대해 학교는 개인정보 보호 규정에 따라 동의 철회에 대한 구체적인 정보를 확인하고, 해당 정보를 삭제할 수 있는지 검토한 후, 삭제가 가능한 경우 즉시 처리하겠다."
SCB-P041,Base,정보·개인정보,단순,담당자연계,공개 게시판 성적표 노출,추가확인,추가확인,0,0,0,503,420,-83,3,0.0410958904109589,0,0.0,0,0.022727272727272707,0.07246376811594202,0.04973649538866931,따라 | 동의,"1. 핵심 요약: 학생 이름과 점수가 포함된 파일이 로그인 없이 접근 가능하며, 민원인의 자녀 정보도 포함되어 있습니다. 학교는 해당 문제를 확인했으나 접근 제한 조치는 아직 이루어지지 않았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 해당 파일이 어떤 경로에서 공유되었는지, 파일의 공개 기간 및 목적, 관련 담당자 확인 여부  
4. 처리 계획: 우선 해당 파일의 접근 경로와 공개 기간을 확인한 후, 접근 제한 조치를 즉시 시행하고, 관련 담당자와 협의하여 정확한 조치 방안을 마련할 예정입니다. 개인정보 취급에 있어 엄격한 관리가 필요하다는 점을 강조하여 대응할 계획입니다.  
5. 회신 초안: 민원인의 우려에 깊이 공감드리며, 현재 해당 파일이 로그인 없이 접근 가능하다는 점을 확인하였습니다. 즉시 접근 제한 조치를 시행하고, 관련 담당자와 협의하여 정확한 조치 방안을 마련하겠습니다. 확인 및 조치 과정에서 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 학생 이름과 점수가 포함된 파일이 로그인 없이 접근 가능하며, 해당 정보가 확인되었다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 해당 파일이 어떤 목적으로 작성되었는지, 누가 작성했는지, 공유 범위는 어디까지인지.  
4. 처리 계획: 우선 해당 파일의 접근 권한을 제한하고, 파일 작성자 및 목적을 확인한 후, 개인정보 보호법에 따라 필요한 조치를 취할 예정이며, 개인정보 처리에 대한 동의 여부를 확인할 계획이다.  
5. 회신 초안:  
보호자님, 문의하신 내용에 대해 확인하였습니다. 학생의 이름과 점수가 포함된 파일이 로그인 없이 접근 가능한 상태로 확인되었으며, 해당 파일의 작성 목적 및 작성자에 대해 추가 확인 중입니다. 개인정보 보호법에 따라 필요한 조치를 취할 예정이오니, 양해해 주시기 바랍니다."
SCB-P041,Public chat SFT,정보·개인정보,단순,담당자연계,공개 게시판 성적표 노출,담당자연계,담당자연계,1,1,0,326,1543,1217,1,0.0029498525073746312,0,0.0,0,0.17460317460317465,0.755223880597015,0.5806207059938403,학교장은,"1. 학생 이름과 점수가 공개된 파일에 포함되어 있고, 로그인 없이 누구나 다운로드할 수 있다. 학교는 해당 문제를 확인했으나 접근 제한 조치는 미이행 상태이다.
2. 담당자연계
3. 해당 파일의 접근 제한 조치는 언제 이루어질 예정이며, 해당 파일의 내용을 수정할 예정인가?
4. 학교는 해당 파일의 접근 제한 조치를 즉시 시행하고, 파일 내용을 수정하여 학생의 개인정보 노출을 방지할 예정이다. 개인정보 취급은 학교 개인정보 보호 책임자에게 위임할 예정이다.
5. 학교는 해당 파일의 접근 제한 조치를 즉시 시행하고, 파일 내용을 수정하여 학생의 개인정보 노출을 방지할 예정이다.","1. 학생 이름과 점수가 공개된 파일에 포함되어 있고, 로그인 없이 누구나 다운로드할 수 있다. 학교는 해당 사실을 확인했으나 접근 제한 조치는 아직 이루어지지 않았다.
2. 담당자연계
3. 민원인의 아이 정보가 파일에 포함되어 있는지, 해당 파일이 어떤 대회나 행사와 관련된 것인지, 파일을 공개한 사람의 이름은 무엇인지, 파일을 공개한 사람의 연락처는 무엇인지, 파일을 공개한 사람의 직위는 무엇인지, 파일을 공개한 사람의 근무부서는 무엇인지, 파일을 공개한 사람의 학교는 어디인지, 파일을 공개한 사람의 학교장은 누구인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공개한 사람의 학교장 직위는 무엇인지, 파일을 공개한 사람의 학교장 근무부서는 어디인지, 파일을 공개한 사람의 학교장 연락처는 무엇인지, 파일을 공개한 사람의 학교장 이메일은 무엇인지, 파일을 공"
SCB-P042,Base,정보·개인정보,복합,담당자연계,기록 열람 요청자의 권한 분쟁,추가확인,추가확인,0,0,0,463,477,14,11,0.14285714285714285,1,0.013333333333333334,3,0.0,0.04109589041095896,0.04109589041095896,확인하고 | 개인정보 | 보호 | 절차 | 확인해 | 주시면 | 양해해 | 감사하겠습니다,"1. 핵심 요약: 민원인은 보호자로서 아이의 상담기록과 다른 보호자의 연락처를 요청하며, 상대방에게 확인하지 않기를 원함. 현재 제출 서류는 검토 중이며, 상담기록에는 제3자 정보가 포함되어 있음.  
2. 1차 처리 방향: 추가확인. 민원인의 권한 여부와 상담기록에 포함된 제3자 정보의 범위가 명확하지 않아 확인이 필요함.  
3. 확인할 사항: 민원인의 보호자 권한 여부, 상담기록에 포함된 제3자 정보의 구체적인 범위.  
4. 처리 계획: 우선 민원인의 권한 여부와 상담기록의 제3자 정보 범위를 확인한 후, 필요한 경우 담당자와 협의하여 정보를 제공할 예정. 개인정보는 관련 규정에 따라 엄격히 관리할 예정.  
5. 회신 초안: 민원인의 요청에 대해 확인이 필요하다는 점을 안내드리며, 보호자 권한 여부와 상담기록의 내용에 대한 확인을 진행할 예정입니다. 이후 결과에 따라 안내드리겠습니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 민원인은 보호자 권한을 주장하며 상담기록과 다른 보호자 연락처를 요청했으나, 현재 제출 서류는 검토 중이며 제3자 정보가 포함되어 있음.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 민원인의 보호자 권한 증명서류와 상담기록 관련 요청 사항의 구체적인 범위  
4. 처리 계획: 우선 민원인의 보호자 권한 여부를 확인하고, 상담기록의 범위와 제3자 정보 처리 여부를 검토한 후, 개인정보 보호 규정에 따라 필요한 경우 담당자 연계 및 처리 절차 안내  
5. 회신 초안:  
민원인님, 보호자 권한에 대한 확인 및 상담기록 관련 요청을 접수하였습니다. 현재 제출 서류는 검토 중이며, 제3자 정보가 포함된 사항이 있으므로 보호자 권한 증명서류와 요청 사항의 구체적인 범위를 확인해 주시면 더 정확한 처리가 가능합니다. 개인정보 보호 규정에 따라 필요한 경우 담당자와 협의 후 안내드리겠습니다. 양해해 주시면 감사하겠습니다."
SCB-P042,Public chat SFT,정보·개인정보,복합,담당자연계,기록 열람 요청자의 권한 분쟁,담당자연계,안내,1,0,1,288,303,15,19,0.3392857142857143,8,0.14814814814814814,5,0.020000000000000018,0.17307692307692313,0.1530769230769231,학교민원 | 민원인의 | 민원 | 요구를 | 적극적으로 | 해결하기 | 시간이 | 걸리는 | 민원은 | 소요시간과,"1. 민원인은 보호자 권한 다툼과 상담기록에 대한 정보를 요청했으나, 현재 서류는 검토 중이며 제3자 정보가 포함되어 있다. 위급 상황 보고는 없는 상황이다.
2. 담당자연계
3. 보호자 권한 다툼의 구체적인 사항과 상담기록의 법적 처리 방안
4. 보호자 권한 다툼의 법적 근거를 확인하고, 상담기록의 제3자 정보 처리에 대한 규정을 검토하여 민원인에게 상세한 답변을 제공할 계획이다.
5. 보호자 권한 다툼의 법적 근거와 상담기록의 제3자 정보 처리에 대한 규정을 검토한 후, 민원인에게 상세한 답변을 제공하겠다.","1. 민원인은 보호자 권한 다툼과 상담기록 제출 서류 검토 중이라는 확인 자료와 함께 보호자 연락처를 요청했다. 2. 민원인은 상대방에게 확인하지 말고, 본인의 권한에 대한 정보를 요청하고 있다. 3. 학교민원 처리 매뉴얼에 따르면, 민원인의 방문 목적을 확인하고 민원 처리를 진행해야 한다. 4. 민원인의 요구를 적극적으로 해결하기 위해 노력해야 하며, 처리에 시간이 걸리는 민원은 소요시간과 절차를 안내해야 한다. 5. 민원인의 요구를 적극적으로 해결하기 위해 노력해야 하며, 처리에 시간이 걸리는 민원은 소요시간과 절차를 안내해야 한다."
SCB-P043,Base,소통·민원절차,단순,안내,민원 접수 완료 여부,안내,안내,1,1,0,297,380,83,5,0.07352941176470588,0,0.0,0,0.0,0.015625,0.015625,있으며 | 민원인에게 | 조치 | 바랍니다,"1. 핵심 요약: 민원인은 게시판 글 답변 여부를 문의하며, 확인 자료에 접수 완료 및 담당 배정 중임이 확인됨.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 접수 완료 및 담당 배정 상태를 안내하고, 개별 답변 일정이 등록될 경우 즉시 통보할 예정임을 설명. 개인정보는 처리하지 않음.  
5. 회신 초안: 게시판 글 접수에 대한 답변이 아직 등록되지 않았으나, 접수 완료 및 담당자 배정 상태임을 안내드립니다. 개별 답변 일정이 확정되면 즉시 안내드리겠습니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 민원인은 게시판 글 답변 여부를 문의하며, 확인된 자료에 따르면 접수 완료 및 담당 배정 중 상태로 표시되고 있으며, 개별 답변 일정은 아직 등록되지 않았습니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선적으로 민원인에게 접수 완료 및 담당 배정 중임을 안내하고, 개별 답변 일정이 등록될 경우 즉시 통보할 예정입니다. 개인정보는 해당 게시물에 포함되지 않았으므로 추가 조치 필요 없음.  
5. 회신 초안: 안녕하세요. 게시판 글 접수 상태는 확인되었습니다. 접수 완료 및 담당자 배정 중으로 표시되어 있으며, 개별 답변 일정이 등록될 경우 즉시 안내드리겠습니다. 문의사항이 있으시면 언제든지 연락 주시기 바랍니다."
SCB-P043,Public chat SFT,소통·민원절차,단순,안내,민원 접수 완료 여부,추출불가,추출불가,0,0,0,94,339,245,4,0.05555555555555555,0,0.0,0,0.0,0.16176470588235292,0.16176470588235292,민원인의 | 민원인에게,"민원인은 게시판에 글을 올렸는데 답변이 없어 접수가 됐는지 확인하고 싶다. 본인 확인된 조회 화면에 접수 완료, 담당 배정 중으로 표시되고, 접수 완료 알림도 발송됐다.","민원인은 게시판에 글을 올렸는데 답변이 없어 접수가 됐는지 확인하고 싶다. 본인 확인된 조회 화면은 접수 완료, 담당 배정 중으로 표시되고 있다. 담당자 연계가 필요하다. 담당자 연계를 위해 민원인의 이름과 게시판에 올린 글의 제목을 확인해야 한다. 담당자 연계 후 민원인에게 게시판에 올린 글의 답변 처리 결과를 전달할 예정이다. 민원인은 게시판에 글을 올렸는데 답변이 없어 접수가 됐는지 확인하고 싶다. 확인된 내용은 접수 완료, 담당 배정 중으로 표시되고 있다. 담당자 연계가 필요하므로 민원인의 이름과 게시판에 올린 글의 제목을 확인하고 담당자 연계 후 민원인에게 답변 처리 결과를 전달할 예정이다."
SCB-P044,Base,소통·민원절차,복합,안내,상담 예약과 녹취 문의,안내,추가확인,1,0,1,381,356,-25,6,0.09523809523809523,1,0.01639344262295082,3,0.0,0.0,0.0,통화 | 절차에 | 개인정보 | 수집 | 이용에,"1. 핵심 요약: 상담 예약 절차와 상담 전화 녹음 여부에 대해 문의하며, 개인 번호 공개 여부를 확인하고자 합니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 상담 예약 절차와 녹음 관련 안내를 제공하고, 개인 번호 공개 여부에 대한 정책을 설명합니다. 개인정보는 처리 목적과 범위를 명시하여 안전하게 관리하겠습니다.  
5. 회신 초안:  
민원인님, 안녕하세요. 상담 예약은 학교 대표 상담 창구에서 접수되며, 상담 전화는 연결 시 자동 안내가 나오고, 녹음 목적은 별도 공지에서 확인하실 수 있습니다. 또한, 교사의 개인 번호는 공개되지 않도록 개인정보를 안전하게 관리하고 있습니다. 궁금한 점이 있으시면 언제든지 문의해 주세요.","1. 핵심 요약: 민원인은 상담 예약 절차와 통화 녹음 여부를 문의하며, 통화 녹음 관련 안내는 제공되었으나 예약 방법에 대한 구체적 정보가 부족하다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 상담 예약을 어디서 할 수 있는지, 예약 시 필요한 정보는 무엇인지  
4. 처리 계획: 예약 방법 및 절차에 대한 확인 후, 민원인에게 안내할 예정이며, 개인정보 수집·이용에 대한 동의 여부는 별도로 확인할 예정이다.  
5. 회신 초안: 안녕하세요. 민원인의 문의에 대해 확인을 위해 예약 절차 및 필요한 정보를 확인해 드리겠습니다. 이후 상담 예약 방법과 관련하여 자세한 안내를 제공드리겠습니다. 불편을 드려 죄송합니다."
SCB-P044,Public chat SFT,소통·민원절차,복합,안내,상담 예약과 녹취 문의,안내,안내,1,1,0,264,270,6,0,0.0,0,0.0,0,0.4107142857142857,0.2909090909090909,-0.1198051948051948,,"1. 민원인은 상담 예약 방법과 통화 녹음 여부에 대해 문의했다. 학교는 상담 예약을 대표 상담 창구에서 하고, 녹음 시 자동 안내가 발생하며 교사의 개인 번호는 공개하지 않는다.
2. 안내
3. 없음
4. 학교는 상담 예약을 대표 상담 창구에서 하고, 녹음 시 자동 안내가 발생하며 교사의 개인 번호는 공개하지 않는다.
5. 민원인의 문의에 대해 학교는 상담 예약을 대표 상담 창구에서 하고, 녹음 시 자동 안내가 발생하며 교사의 개인 번호는 공개하지 않는다고 안내했다.","1. 민원인은 상담 예약 방법과 통화 녹음 여부에 대해 문의했다. 학교는 상담 예약을 대표 상담 창구에서 하고, 녹음 시 자동 안내가 발생하며 교사의 개인 번호는 공개하지 않는다.
2. 안내
3. 없음
4. 우선적으로 학교 대표 상담 창구에서 예약을 진행하고, 녹음 시 자동 안내가 발생하며, 교사의 개인 번호는 공개하지 않는다.
5. 민원인의 문의에 대해 학교는 상담 예약을 대표 상담 창구에서 하고, 녹음 시 자동 안내가 발생하며, 교사의 개인 번호는 공개하지 않는다고 안내했다."
